0,0,0,0,0,0,0,0,0,0,0,44537.5,44958.3,50861.3,0,0,0,0,0,0,0,41166,40853,60670,0,0,0,0,0,0,0,
1,0,0,0,0,0,0,0,0,0,0,44334.8,46475.1,49754.2,0,0,0,0,0,0,0,11757,30544,41391,0,0,0,0,0,0,0,
6,0,0,0,0,0,0,0,0,0,0,50434.8,44838.6,46772.3,0,0,0,0,0,0,0,45206,11424,24211,0,0,0,0,0,0,0,
0,0,0,1,0,0,0,0,0,0,0,45176.7,45442.8,50831.2,0,0,0,0,0,0,0,21511,21236,33211,0,0,0,0,0,0,0,
7,0,0,0,0,1,0,0,0,0,0,44467.8,50270.6,43487.6,52010.1,44424.4,59367.5,0,0,0,0,1574,1611,1644,1995,1656,9563,0,0,0,0,
2,0,0,0,0,0,0,0,0,0,0,45357.7,47119.5,51052.3,52421.6,0,0,0,0,0,0,23642,23957,34318,160865,0,0,0,0,0,0,
0,1,0,0,0,0,0,0,0,0,0,45324.2,45239.3,51754.1,0,0,0,0,0,0,0,5238,5250,5769,0,0,0,0,0,0,0,
1,1,0,0,0,0,0,0,0,0,0,45035.7,46238.7,50950.3,0,0,0,0,0,0,0,4832,9735,16878,0,0,0,0,0,0,0,
0,1,0,1,0,0,0,0,0,0,0,45122.9,44639.6,50942.6,0,0,0,0,0,0,0,12761,12183,17722,0,0,0,0,0,0,0,
7,0,0,0,0,0,0,0,0,0,0,44736.2,52073.5,44567.9,53145,44760.8,56576.3,0,0,0,0,5642,6097,5707,11969,5602,42645,0,0,0,0,
12,0,0,0,0,0,0,0,0,0,0,51708.1,44959.2,46140.5,0,0,0,0,0,0,0,170826,29697,30841,0,0,0,0,0,0,0,
0,1,1,1,0,0,0,0,0,0,0,45627.2,45901.9,50213.5,0,0,0,0,0,0,0,148130,148021,169736,0,0,0,0,0,0,0,
0,1,1,0,0,0,0,0,0,0,0,44771.5,44917.5,50642.6,0,0,0,0,0,0,0,3900,4087,4365,0,0,0,0,0,0,0,
6,0,1,0,0,0,0,0,0,0,0,50199.1,44532.1,46133.3,0,0,0,0,0,0,0,17408,4767,8485,0,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,0,0,0,44465,45862.8,52997.9,0,0,0,0,0,0,0,27388,28919,91603,0,0,0,0,0,0,0,
0,0,1,0,0,0,0,0,0,0,0,44348.1,45420.5,51367.9,0,0,0,0,0,0,0,5199,5030,6015,0,0,0,0,0,0,0,
0,0,1,1,0,0,0,0,0,0,0,44920,44732.8,51568.7,0,0,0,0,0,0,0,12556,12545,17435,0,0,0,0,0,0,0,
8,0,0,0,0,0,0,0,0,0,0,51811.3,52526.4,46126.2,58425.4,0,0,0,0,0,0,18938,24995,18750,132822,0,0,0,0,0,0,
18,0,0,0,0,0,0,0,0,0,0,52103.4,46412.4,47044.2,0,0,0,0,0,0,0,91195,26161,27050,0,0,0,0,0,0,0,
13,0,0,0,0,0,0,0,0,0,0,46523.1,58545.9,51802.8,52435.8,58851.1,0,0,0,0,0,14348,23085,14288,14439,125035,0,0,0,0,0,
14,0,0,0,0,0,0,0,0,0,0,52713,58574.1,50939.8,60128.7,50543.3,63534.4,0,0,0,0,4035,4071,3848,6272,3954,27205,0,0,0,0,
9,0,0,0,0,0,0,0,0,0,0,51686.2,52717.8,46920,58113.5,46274.4,60548.9,0,0,0,0,19223,19059,19149,46235,19022,169612,0,0,0,0,
7,1,0,0,0,1,0,0,0,0,0,43197.7,48766,42313.1,49199.9,41476.8,57387.3,0,0,0,0,417,406,401,411,451,2371,0,0,0,0,
6,1,1,0,0,0,0,0,0,0,0,51561.2,45143.3,46355.2,0,0,0,0,0,0,0,92246,15459,20491,0,0,0,0,0,0,0,
19,0,0,0,0,0,0,0,0,0,0,46452.9,59669.1,53191.7,52157.9,0,0,0,0,0,0,28600,164423,29386,32131,0,0,0,0,0,0,
0,1,2,1,0,0,0,0,0,0,0,44332.2,44563,49684.3,0,0,0,0,0,0,0,6737,6466,7164,0,0,0,0,0,0,0,
20,0,0,0,0,0,0,0,0,0,0,53228.7,66426.6,59640.6,60052.5,53356.7,69257.5,0,0,0,0,9406,18439,9477,9589,9617,87355,0,0,0,0,
7,1,0,1,0,1,0,0,0,0,0,37733.2,43124.8,38993,46821.9,38134.2,57909.4,0,0,0,0,327,280,304,280,294,1143,0,0,0,0,
1,1,0,1,0,0,0,0,0,0,0,44541.3,45443,50453.5,0,0,0,0,0,0,0,14106,20235,86621,0,0,0,0,0,0,0,
15,0,0,0,0,0,0,0,0,0,0,60017.1,60483.2,52981.9,64786.3,0,0,0,0,0,0,22088,25025,21681,150447,0,0,0,0,0,0,
6,1,1,1,0,0,0,0,0,0,0,52171.6,43573.6,46267.4,0,0,0,0,0,0,0,25496,11047,19731,0,0,0,0,0,0,0,
12,0,1,0,0,0,0,0,0,0,0,52362.4,44568.7,46164.2,0,0,0,0,0,0,0,54491,13906,14829,0,0,0,0,0,0,0,
