0,0,0,0,0,0,0,0,0,0,0,785721.710231,603068.196992,601423.055020,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,293039,69540,69211,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,899785.879863,687919.650742,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,188164,71532,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,1000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,192783,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,0,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,0,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,311706.077802,304932.133929,242286.903157,246230.127995,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,91848,57707,30263,30932,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,345577.959035,271340.788907,275774.203914,354591.689008,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,47448,37343,38372,179093,0,0,0,0,0,0
19,0,0,0,0,0,0,0,0,0,0,304290.642993,306017.813274,311245.482886,400327.957510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,35731,38010,36081,195534,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,97749.599612,98626.375741,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,71271,57145,0,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0,0,0,112762.054243,89418.321047,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,104605,51937,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0,130492.602688,97648.449983,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,137148,58744,0,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0,0,0,0,148297.673068,113176.865310,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,158638,64159,0,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0,0,0,0,133018.013352,167894.462495,127421.126452,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,54567,197321,58451,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0,0,0,124711.919195,146944.354516,125332.667190,138388.867681,146059.384632,133060.232636,0.000000,0.000000,0.000000,0.000000,20587,39247,20073,53700,32076,20184,0,0,0,0
26,0,0,0,0,0,0,0,0,0,0,271019.425451,347960.241163,335080.166450,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,41907,138993,49059,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0,0,0,0,239770.555432,305472.773921,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,44969,107763,0,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0,0,0,0,212740.507142,272607.731962,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38294,83385,0,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0,0,0,0,239302.185493,238866.351341,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,48271,49434,0,0,0,0,0,0,0,0
