21,1,0,0,0
21,1,0,0,0
21,1,0,0,0
21,1,0,0,0
21,1,0,0,0
21,1,0,0,0
21,1,0,0,0
21,1,0,0,1
21,1,0,0,1
21,1,0,0,1
21,1,0,0,1
21,1,0,0,1
21,1,0,0,1
21,1,0,0,1
21,1,0,0,17
21,1,0,0,17
21,1,0,0,17
21,1,0,0,17
21,1,0,0,17
21,1,0,0,17
21,1,0,0,17
21,1,0,0,18
21,1,0,0,18
21,1,0,0,18
21,1,0,0,18
21,1,0,0,18
21,1,0,0,18
21,1,0,0,18
21,1,0,0,19
21,1,0,0,19
21,1,0,0,19
21,1,0,0,19
21,1,0,0,19
21,1,0,0,19
21,1,0,0,19
21,1,0,0,20
21,1,0,0,20
21,1,0,0,20
21,1,0,0,20
21,1,0,0,20
21,1,0,0,20
21,1,0,0,20
21,1,0,0,21
21,1,0,0,21
21,1,0,0,21
21,1,0,0,21
21,1,0,0,21
21,1,0,0,21
21,1,0,0,21
21,1,0,0,22
21,1,0,0,22
21,1,0,0,22
21,1,0,0,22
21,1,0,0,22
21,1,0,0,22
21,1,0,0,22
21,1,0,0,23
21,1,0,0,23
21,1,0,0,23
21,1,0,0,23
21,1,0,0,23
21,1,0,0,23
21,1,0,0,23
21,1,0,0,24
21,1,0,0,24
21,1,0,0,24
21,1,0,0,24
21,1,0,0,24
21,1,0,0,24
21,1,0,0,24
21,1,0,0,25
21,1,0,0,25
21,1,0,0,25
21,1,0,0,25
21,1,0,0,25
21,1,0,0,25
21,1,0,0,25
21,1,0,0,26
21,1,0,0,26
21,1,0,0,26
21,1,0,0,26
21,1,0,0,26
21,1,0,0,26
21,1,0,0,26
21,1,0,0,27
21,1,0,0,27
21,1,0,0,27
21,1,0,0,27
21,1,0,0,27
21,1,0,0,27
21,1,0,0,27
21,1,0,0,28
21,1,0,0,28
21,1,0,0,28
21,1,0,0,28
21,1,0,0,28
21,1,0,0,28
21,1,0,0,28
21,1,0,0,29
21,1,0,0,29
21,1,0,0,29
21,1,0,0,29
21,1,0,0,29
21,1,0,0,29
21,1,0,0,29
21,1,0,0,30
21,1,0,0,30
21,1,0,0,30
21,1,0,0,30
21,1,0,0,30
21,1,0,0,30
21,1,0,0,30
21,1,0,0,31
21,1,0,0,31
21,1,0,0,31
21,1,0,0,31
21,1,0,0,31
21,1,0,0,31
21,1,0,0,31
21,1,0,0,32
21,1,0,0,32
21,1,0,0,32
21,1,0,0,32
21,1,0,0,32
21,1,0,0,32
21,1,0,0,32
21,1,0,0,33
21,1,0,0,33
21,1,0,0,33
21,1,0,0,33
21,1,0,0,33
21,1,0,0,33
21,1,0,0,33
21,1,0,0,34
21,1,0,0,34
21,1,0,0,34
21,1,0,0,34
21,1,0,0,34
21,1,0,0,34
21,1,0,0,34
21,1,0,0,35
21,1,0,0,35
21,1,0,0,35
21,1,0,0,35
21,1,0,0,35
21,1,0,0,35
