0,746600,8158009,0,1
1,746592,8158046,0,1
2,746558,8158300,1,1
3,746504,8158931,1,1
4,746458,8159330,1,1
5,746452,8159364,1,1
6,746439,8159394,1,1
7,746423,8159428,1,1
8,746353,8159525,1,1
9,746347,8159533,1,1
10,746341,8159541,1,1
11,746302,8159590,1,1
12,746284,8159620,1,1
13,746244,8159729,1,1
14,746196,8159857,1,1
15,746095,8160131,1,1
16,746089,8160146,1,1
17,747219,8157636,0,1
18,747171,8157627,0,1
19,747078,8157607,0,1
20,750992,8156873,0,1
21,751012,8156862,0,1
22,751036,8156835,0,1
23,751037,8156827,0,1
24,751035,8156816,0,1
25,751001,8156696,0,1
26,746989,8157852,0,1
27,746989,8157836,0,1
28,746990,8157823,0,1
29,746998,8157779,0,1
30,747008,8157729,0,1
31,747014,8157700,0,1
32,747947,8157042,0,1
33,747951,8157083,0,1
34,747956,8157136,0,1
35,747963,8157192,0,1
36,747969,8157250,0,1
37,747973,8157295,0,1
38,747975,8157304,0,1
39,747980,8157358,0,1
40,747985,8157411,0,1
41,747990,8157463,0,1
42,747996,8157513,0,1
43,748001,8157555,0,1
44,748005,8157587,0,1
45,750059,8157148,0,1
46,750051,8157103,0,1
47,750303,8156988,0,1
48,750278,8157024,0,1
49,750237,8156999,0,1
50,750194,8156972,0,1
51,750150,8156944,0,1
52,750110,8156918,0,1
53,750068,8156889,0,1
54,747537,8157412,0,1
55,747537,8157441,0,1
56,747569,8157444,0,1
57,747600,8157441,0,1
58,754107,8156395,0,1
59,754097,8156358,0,1
60,747043,8157597,0,1
61,747054,8157533,0,1
62,747063,8157458,0,1
63,747070,8157370,0,1
64,747381,8157288,0,1
65,747260,8157291,0,1
66,747158,8157294,0,1
67,747142,8157294,0,1
68,747051,8157297,0,1
69,746942,8157300,0,1
70,747690,8157090,0,1
71,747706,8157170,0,1
72,747715,8157223,0,1
73,747722,8157268,0,1
74,747734,8157317,0,1
75,747744,8157379,0,1
76,747748,8157427,0,1
77,747749,8157437,0,1
78,747752,8157472,0,1
79,747753,8157487,0,1
80,747757,8157520,0,1
81,747761,8157555,0,1
82,747762,8157566,0,1
83,747769,8157616,0,1
84,747774,8157647,0,1
85,746659,8157941,0,1
86,746625,8157970,0,1
87,746610,8157990,0,1
88,747379,8157151,0,1
89,747252,8157176,0,1
90,746685,8157516,0,1
91,746751,8157519,0,1
92,748846,8157398,0,1
93,748830,8157359,0,1
94,747471,8157133,0,1
95,747626,8157103,0,1
96,747796,8157070,0,1
97,747940,8157043,0,1
98,748054,8157022,0,1
99,748167,8157001,0,1
100,749845,8157146,0,1
101,749811,8157122,0,1
102,749790,8157107,0,1
103,749779,8157105,0,1
104,749767,8157109,0,1
105,747458,8157591,0,1
106,747457,8157546,0,1
107,747456,8157498,0,1
108,750884,8156867,0,1
109,750905,8156835,0,1
110,750186,8157074,0,1
111,750289,8156914,0,1
112,748868,8157033,0,1
113,748877,8157081,0,1
114,752450,8156506,0,1
115,752452,8156511,0,1
116,752454,8156516,0,1
117,752455,8156594,0,1
118,747060,8157211,0,1
119,747057,8157241,0,1
120,747045,8157333,0,1
121,747038,8157366,0,1
122,747018,8157454,0,1
123,746994,8157525,0,1
124,746979,8157580,0,1
125,746953,8157682,0,1
126,747590,8157292,0,1
127,747596,8157333,0,1
128,747601,8157396,0,1
129,748227,8157492,0,1
130,748223,8157435,0,1
131,748213,8157384,0,1
132,748207,8157334,0,1
133,748294,8157323,0,1
134,748352,8157316,0,1
135,746677,8157604,0,1
136,746729,8157612,0,1
137,746737,8157611,0,1
138,746742,8157609,0,1
139,746746,8157601,0,1
140,746755,8157476,0,1
141,746751,8157472,0,1
142,746689,8157468,0,1
143,749681,8157227,0,1
144,749671,8157182,0,1
145,749645,8157048,0,1
146,749618,8156929,0,1
147,749601,8156843,0,1
148,753335,8156529,0,1
149,753419,8156402,0,1
150,750672,8156845,0,1
151,750692,8156930,0,1
152,750694,8156940,0,1
153,750697,8156968,0,1
154,750700,8156988,0,1
155,750695,8156995,0,1
156,750603,8157020,0,1
157,750596,8157019,0,1
158,750586,8157013,0,1
159,750538,8157023,0,1
160,750495,8157028,0,1
161,750441,8157035,0,1
162,750316,8157048,0,1
163,750120,8157088,0,1
164,749972,8157119,0,1
165,749949,8157124,0,1
166,749916,8157131,0,1
167,749776,8157160,0,1
168,749724,8157171,0,1
169,749622,8157192,0,1
170,749559,8157205,0,1
171,749507,8157215,0,1
172,749457,8157227,0,1
173,749442,8157230,0,1
174,749315,8157256,0,1
175,749303,8157259,0,1
176,749251,8157270,0,1
177,749201,8157280,0,1
178,749140,8157292,0,1
179,749090,8157304,0,1
180,749036,8157315,0,1
181,748978,8157327,0,1
182,748782,8157368,0,1
183,748732,8157379,0,1
184,748682,8157389,0,1
185,748623,8157401,0,1
186,748569,8157412,0,1
187,748450,8157436,0,1
188,748386,8157450,0,1
189,748315,8157468,0,1
190,748160,8157510,0,1
191,748116,8157522,0,1
192,748111,8157524,0,1
193,748055,8157542,0,1
194,747992,8157557,0,1
195,747852,8157594,0,1
196,747714,8157630,0,1
197,747679,8157638,0,1
198,747636,8157650,0,1
199,747583,8157663,0,1
200,747529,8157677,0,1
201,747495,8157686,0,1
202,747455,8157698,0,1
203,747400,8157711,0,1
204,747354,8157723,0,1
205,747212,8157762,0,1
206,748983,8157059,0,1
207,748944,8157033,0,1
208,748923,8157023,0,1
209,747567,8157482,0,1
210,747566,8157487,0,1
211,747560,8157493,0,1
212,747505,8157497,0,1
213,747382,8157497,0,1
214,747290,8157495,0,1
215,747238,8157493,0,1
216,749783,8157205,0,1
217,749750,8157027,0,1
218,749745,8157001,0,1
219,749725,8156907,0,1
220,749713,8156837,0,1
221,750916,8156710,0,1
222,750930,8156785,0,1
223,744364,8158554,0,1
224,744351,8158587,0,1
225,746687,8157370,0,1
226,746689,8157309,0,1
227,748758,8156898,0,1
228,748763,8156935,0,1
229,748768,8156969,0,1
230,748771,8156980,0,1
231,748773,8156996,0,1
232,748783,8157049,0,1
233,748793,8157098,0,1
234,748806,8157161,0,1
235,750033,8157025,0,1
236,750051,8157035,0,1
237,750082,8157054,0,1
238,750124,8157081,0,1
239,748194,8157217,0,1
240,748283,8157203,0,1
241,748326,8157196,0,1
242,748401,8157179,0,1
243,748514,8157155,0,1
244,748631,8157129,0,1
245,747483,8157250,0,1
246,747481,8157232,0,1
247,747478,8157200,0,1
248,750966,8156702,0,1
249,750983,8156769,0,1
250,750176,8156815,0,1
251,750215,8156841,0,1
252,749415,8157099,0,1
253,749430,8157095,0,1
254,749480,8157084,0,1
255,749532,8157073,0,1
256,749594,8157059,0,1
257,749696,8157038,0,1
258,749793,8157049,0,1
259,749839,8157080,0,1
260,749900,8157120,0,1
261,748794,8157409,0,1
262,747212,8157796,0,1
263,747211,8157722,0,1
264,747209,8157711,0,1
265,752510,8156592,0,1
266,752558,8156593,0,1
267,752612,8156595,0,1
268,752659,8156595,0,1
269,752682,8156594,0,1
270,748301,8157373,0,1
271,748288,8157272,0,1
272,746190,8157458,0,1
273,746218,8157411,0,1
274,746231,8157394,0,1
275,746243,8157384,0,1
276,746256,8157377,0,1
277,746356,8157348,0,1
278,746502,8157305,0,1
279,746628,8157265,0,1
280,746646,8157259,0,1
281,746696,8157251,0,1
282,746800,8157236,0,1
283,746946,8157230,0,1
284,749506,8156952,0,1
285,744187,8158162,0,1
286,744158,8158167,0,1
287,744153,8158169,0,1
288,744147,8158173,0,1
289,744135,8158173,0,1
290,744117,8158176,0,1
291,744109,8158188,0,1
292,744108,8158200,0,1
293,744106,8158256,0,1
294,748286,8156981,0,1
295,748291,8157024,0,1
296,748292,8157032,0,1
297,748305,8157093,0,1
298,748315,8157144,0,1
299,748333,8157230,0,1
300,748340,8157263,0,1
301,748363,8157366,0,1
302,748397,8157493,0,1
303,750522,8157066,0,1
304,750536,8157063,0,1
305,750545,8157061,0,1
306,749955,8157170,0,1
307,746909,8157876,0,1
308,748255,8156986,0,1
309,748359,8156968,0,1
