0,0,0,0,0,0,0,0,0,0,0,21873.1,21862.4,0,0,0,0,0,0,0,0,
0,1,1,0,0,0,0,0,0,0,0,21544.9,22032.6,0,0,0,0,0,0,0,0,
0,2,2,0,0,0,0,0,0,0,0,21450.8,21316.6,0,0,0,0,0,0,0,0,
1,2,0,0,0,0,0,0,0,0,0,19582.8,24318,24394.9,0,0,0,0,0,0,0,
6,0,2,0,0,0,0,0,0,0,0,23891.9,19603.3,25040,0,0,0,0,0,0,0,
1,2,0,1,0,0,0,0,0,0,0,19581.6,24583.3,23826.2,0,0,0,0,0,0,0,
6,1,2,1,0,0,0,0,0,0,0,24201.8,19784.4,25077.9,0,0,0,0,0,0,0,
1,2,1,1,0,0,0,0,0,0,0,20062.4,25756.8,24166.2,0,0,0,0,0,0,0,
1,2,1,2,0,0,0,0,0,0,0,19734,25198.1,24488.8,0,0,0,0,0,0,0,
1,2,2,2,0,0,0,0,0,0,0,20337.6,26151,25199.2,0,0,0,0,0,0,0,
6,2,2,1,0,0,0,0,0,0,0,24039.8,19561.3,25220.7,0,0,0,0,0,0,0,
6,2,2,2,0,0,0,0,0,0,0,25412.7,20410.8,25621.9,0,0,0,0,0,0,0,
7,2,0,2,0,0,0,0,0,0,0,7353.37,12475.7,7337.46,9361.7,0,0,0,0,0,0,
12,0,2,0,0,0,0,0,0,0,0,27573.8,22222.3,29756.1,0,0,0,0,0,0,0,
2,2,0,0,0,0,0,0,0,0,0,22018.9,29253.6,28286.5,0,0,0,0,0,0,0,
7,2,1,2,0,0,0,0,0,0,0,21247.5,24224.8,21210.7,28775.3,0,0,0,0,0,0,
7,2,1,2,1,0,0,0,0,0,0,22817.8,29692,22566.2,28860.9,0,0,0,0,0,0,
2,2,0,1,0,0,0,0,0,0,0,21630.1,28487.8,28440.5,0,0,0,0,0,0,0,
12,0,2,1,0,0,0,0,0,0,0,28706.4,22454.8,28446,0,0,0,0,0,0,0,
2,2,1,1,0,0,0,0,0,0,0,21892.8,29349.2,27083,0,0,0,0,0,0,0,
7,2,1,2,2,0,0,0,0,0,0,22672.4,28037.1,22406.8,29108.9,0,0,0,0,0,0,
12,1,2,1,0,0,0,0,0,0,0,28603.9,22426.5,28965.2,0,0,0,0,0,0,0,
7,2,2,2,2,0,0,0,0,0,0,22648.5,28874.7,22652.8,29792.1,0,0,0,0,0,0,
12,1,2,2,0,0,0,0,0,0,0,29796.4,22229.9,29772.2,0,0,0,0,0,0,0,
13,1,0,2,0,0,0,0,0,0,0,22438.9,32180.1,22461.4,30238.7,0,0,0,0,0,0,
8,2,0,1,0,0,0,0,0,0,0,22068.5,32195.5,23380.9,31200.6,0,0,0,0,0,0,
18,0,2,0,0,0,0,0,0,0,0,32430,24867.2,33213.6,0,0,0,0,0,0,0,
2,2,2,2,0,0,0,0,0,0,0,22492.3,29383.7,28041.2,0,0,0,0,0,0,0,
3,2,0,0,0,0,0,0,0,0,0,24902.6,33117.5,32933.1,0,0,0,0,0,0,0,
8,2,0,2,0,0,0,0,0,0,0,11563.6,20438.6,8321.21,14365.2,0,0,0,0,0,0,
12,2,2,2,0,0,0,0,0,0,0,29602.3,22664.7,29917.7,0,0,0,0,0,0,0,
13,2,0,2,0,0,0,0,0,0,0,13498.4,14767.2,11648.2,28927.7,0,0,0,0,0,0,
13,2,1,2,0,0,0,0,0,0,0,24381.6,33007.1,24513.2,31931.4,0,0,0,0,0,0,
18,1,2,0,0,0,0,0,0,0,0,33515.2,25400,33811.4,0,0,0,0,0,0,0,
13,2,1,2,1,0,0,0,0,0,0,25949.8,33711.6,25178.9,33365.8,0,0,0,0,0,0,
8,2,1,2,0,0,0,0,0,0,0,24180.2,34223.4,24111.5,31460,0,0,0,0,0,0,
8,2,1,2,1,0,0,0,0,0,0,25529.1,33897.7,25749.4,35040.3,0,0,0,0,0,0,
18,1,2,1,0,0,0,0,0,0,0,33208.8,25730.5,33845.2,0,0,0,0,0,0,0,
3,2,1,1,0,0,0,0,0,0,0,25630.2,34675.8,33137.3,0,0,0,0,0,0,0,
14,1,0,1,0,0,0,0,0,0,0,28478.3,35831.6,28565.8,39791,0,0,0,0,0,0,
19,1,0,1,0,0,0,0,0,0,0,29722.1,36815.7,28254.8,39451.1,0,0,0,0,0,0,
9,1,0,1,0,0,0,0,0,0,0,28156.1,38859.3,29754.1,39005.8,0,0,0,0,0,0,
8,2,1,2,2,0,0,0,0,0,0,25169,33192.1,25654.1,34152.4,0,0,0,0,0,0,
13,2,1,2,2,0,0,0,0,0,0,25801.3,33369.8,25125.4,34032.6,0,0,0,0,0,0,
